Country,Correlation,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Malawi,0.023827061,1.676393583,1.780707156,1.938626887,2.008418014,2.089402419,2.209318988,2.288518794,2.350545082,2.41157362,2.464202349,2.499950471,2.536599114,2.540349461,2.513060049,2.467649025,2.427533119,2.429601673,2.411178821,2.370340383,2.37705488,2.436297663,2.516602327,2.616220568,2.723881456,2.844651264,2.98767101,3.210256225,3.527359645,3.794777112,3.948574463,4.02048197,4.032462046,3.998141393,3.924400371,3.833961381,3.668532915,4.83182943,5.481886697,4.756825795,3.943762928,3.031542086,2.880728218,1.409287222,-1.204616142,-0.137179314,2.035877848,2.048173459,2.17547363,2.308666577,2.356167897,2.411697824,2.475778785,2.555881486,2.646630786,2.731010159,2.796052212,2.822295349,2.855795848,2.875776537,2.855580793,2.830958691,2.810904123,2.802477245,2.80397701,2.795815644,2.774138631,2.773801774,2.790296556,2.815491581,2.824312145,2.790442574,21.4455,21.3635,21.47608333,21.57583333,21.41908333,21.03025,21.70841667,21.74208333,21.69483333,21.422,21.61758333,21.42258333,21.11225,21.24566667,20.98291667,21.69158333,21.54433333,21.24033333,21.77766667,21.63125,21.26125,21.48033333,21.52775,21.06041667,21.29791667,21.34083333,21.83758333,21.59333333,21.57191667,21.63466667,21.29175,21.5385,22.45958333,21.62183333,21.30775,21.51466667,22.32833333,21.97341667,21.53683333,22.28025,21.8895,22.39033333,21.94016667,21.98016667,22.30166667,21.96333333,22.03475,22.37791667,21.68925,21.71441667,21.99875,22.224,22.2335,21.86591667,22.81116667,22.10216667,22.09833333,21.8225,22.01483333,22.60066667,22.31325,21.88741667,21.269375,22.398375,23.539375,24.900375,25.916375,26.938375,28.158375,29.464375,30.226375
Malaysia,-0.796548676,2.578496399,2.642143705,2.649979721,2.700364579,2.756417185,2.80148323,2.848825849,2.825093298,2.836507796,2.907184634,2.931930517,2.934014483,2.919859818,2.875226046,2.821326543,2.717168472,2.585602635,2.528200345,2.521361508,2.534221632,2.503832637,2.486232206,2.550912813,2.610548344,2.633884129,2.636289196,2.715929615,2.772621908,2.730403025,2.716391337,2.686625362,2.646582205,2.668985703,2.739176689,2.845908544,2.947802064,3.009843677,3.027260096,2.959838091,2.878390524,2.82579205,2.81486487,2.822685085,2.831824357,2.805721064,2.747059061,2.714059629,2.646848299,2.559363632,2.551010269,2.569744498,2.554586151,2.517787634,2.471371238,2.419506163,2.35817886,2.295839581,2.19823498,2.068533118,1.813557377,1.645930818,1.653169508,1.616789967,1.573572486,1.512165709,1.46187391,1.398597467,1.278644552,1.186776758,1.137577894,1.062698257,26.18991667,26.17066667,26.18991667,25.9915,25.87175,25.79608333,26.15825,26.36691667,26.1275,26.26241667,26.04491667,25.94958333,26.02208333,26.03625,25.91858333,26.17483333,25.93183333,26.08475,26.31758333,26.19341667,25.8485,26.32058333,26.35383333,25.98325,25.98941667,25.85408333,26.09208333,26.19283333,26.2565,26.21041667,26.20625,26.18008333,26.534,25.9035,26.1245,26.18683333,26.51533333,26.3575,26.10608333,26.41891667,26.33208333,26.28658333,26.215,26.27716667,26.3345,26.23891667,26.55641667,27.055,26.24891667,26.37141667,26.50008333,26.7455,26.57675,26.576,26.64958333,26.57766667,26.49633333,26.25408333,26.642,26.80666667,26.44058333,26.62275,26.9735,28.1725,29.5445,31.3805,32.7995,34.2425,35.9425,37.6305,39.1035
Mali,0.537542002,,,,,,,,,,1.378881301,1.399913472,1.403988718,1.397055156,1.386166534,1.397219082,1.393253359,1.392424367,1.426704361,1.455204412,1.497574825,1.509508727,1.555365948,1.662109657,1.724260071,1.748765031,1.740441754,1.815272532,1.925521378,1.992201953,2.084590739,2.119701748,2.115725378,2.125632896,2.056344756,1.897303012,1.722682147,1.602650365,1.623090177,1.770598508,1.919042913,1.97774205,2.042013886,2.119251781,2.184969367,2.19808681,2.168196033,2.294277911,2.59586531,2.881889615,3.049338929,3.163827111,3.265651429,3.322869094,3.359339199,3.37086328,3.349485991,3.324323128,3.285329947,3.243448158,3.229011451,3.207295065,2.861306144,2.869529003,3.153103716,3.140440166,3.204958113,3.249077899,3.224099516,3.190936968,3.230033268,3.265405697,28.68333333,28.136,28.33941667,28.03508333,28.62891667,28.36541667,28.15125,28.78633333,28.66266667,28.47375,28.32925,28.40425,28.68908333,28.44166667,28.18908333,28.75433333,28.20283333,28.53991667,29.15591667,28.89333333,28.50641667,28.55766667,28.80191667,28.08525,28.17033333,27.869,28.81975,28.87416667,28.96241667,29.14141667,28.91208333,28.43966667,29.27666667,28.85766667,28.79358333,28.519,29.63783333,28.78066667,28.77316667,29.32108333,28.85583333,28.56616667,28.9665,28.37625,28.904,29.25258333,29.13391667,29.49308333,28.79258333,29.15033333,29.31083333,29.4265,29.429,29.426,29.52625,29.03791667,29.20216667,28.94991667,29.44091667,30.12708333,29.43666667,28.60183333,29.942,30.729,31.746,32.835,34.182,35.222,36.311,37.321,39.008
Malta,0.5754261,2.023060752,2.011512892,2.046731804,1.88258378,1.693142004,1.469812948,1.104125511,0.785545367,0.478816485,0.244487334,-0.036061473,-0.36910279,-0.61757371,-0.771488563,-0.870372374,-0.916756792,-0.76310405,-0.553226115,-0.432666341,-0.265718204,-0.024628173,0.172569676,0.337796626,0.528851439,0.734361371,0.844719291,0.887225872,0.909551388,0.90359235,0.885452722,0.808146231,0.779240774,0.821210742,0.784754233,0.704123645,0.713835657,0.755522122,0.825213167,0.923416307,0.955951329,0.906641828,0.892069882,0.935854273,0.894146076,0.8535379,0.875971684,0.93999381,0.953746726,0.880739758,0.796873034,0.715565444,0.598257064,0.531156028,0.470561422,0.366832162,0.28412601,0.250967233,0.2854094,0.437083011,0.713579638,1.087138523,1.4429258,1.713048318,1.969429484,2.217597982,2.390504121,2.450607155,2.439145515,2.367830987,2.229300675,2.105197434,18.6765,19.3355,18.44408333,18.12583333,19.16991667,18.21591667,18.56375,18.77716667,18.39966667,19.0835,18.91958333,18.70183333,18.61408333,18.50341667,18.36516667,18.61108333,18.61491667,18.68941667,18.31258333,18.594,18.21033333,18.328,18.53708333,18.32216667,18.45408333,17.94775,18.9385,18.1975,18.67541667,17.97091667,18.41708333,19.08091667,18.58658333,18.33858333,18.96783333,18.78083333,19.11991667,19.35725,18.96941667,19.56175,18.59008333,18.83208333,19.05125,19.83766667,19.07275,18.96241667,19.39666667,19.31108333,19.842,19.60916667,19.90966667,19.55183333,19.75658333,19.17116667,18.87508333,19.60133333,19.74991667,19.81816667,19.57925,19.66441667,19.3135,19.82916667,19.437375,20.944375,22.347375,24.095375,25.319375,26.760375,28.050375,29.693375,31.816375
Mauritania,-0.204051622,,,,,,,,,,2.711853116,2.779257657,2.826918246,2.858902839,2.88533184,2.917516983,2.955085997,2.968943177,2.973594557,2.98043958,2.972246048,2.952402859,2.940129886,2.948030255,2.969643086,2.986989845,2.993101092,2.95412183,2.929273765,2.945289836,2.965022211,3.008587312,3.037003749,3.032166445,3.02410523,3.009553414,2.979148142,2.960615009,2.96381106,2.560649009,2.593301645,3.018433333,4.009480942,4.262233513,3.543467624,2.814136207,1.979910388,2.23722087,2.629662363,2.722617049,2.829917952,2.455783522,2.13827461,2.164197042,2.181968581,2.23276801,2.296982719,2.37343001,2.579154589,2.805426676,2.921449712,3.0273375,3.093905997,2.879073508,2.623775584,2.625322665,2.653120224,2.645828028,2.675146559,2.700902297,2.680818771,2.663409852,27.3685,27.22175,27.63241667,27.10941667,28.12341667,27.26616667,27.15683333,28.01275,27.6365,27.6765,27.93991667,27.80641667,27.75633333,27.86216667,27.29866667,27.9855,27.27525,27.58,28.13325,28.36816667,27.25341667,27.19691667,27.76175,27.06666667,27.29925,26.69725,28.11658333,28.00066667,28.36633333,28.23,28.33433333,27.58266667,28.83941667,27.77183333,27.88091667,27.50008333,29.096,27.954,28.216,28.53641667,28.03383333,27.955,27.85841667,27.91091667,28.26,28.5385,28.6,28.96991667,27.87291667,28.35558333,28.87841667,28.65025,28.55883333,28.62825,28.75225,28.4505,28.45191667,28.395,28.43133333,29.37291667,28.63291667,28.02683333,29.11,30.59,32.153,33.978,36.119,37.205,38.64,40.559,42.414
Mauritius,-0.602828191,2.603767186,2.58363571,2.309781002,2.12753508,2.222875319,2.318116445,2.401053625,2.482120209,2.606305992,2.610067524,2.46343334,2.337900814,2.282069272,2.255749373,2.212182687,2.14868822,2.02729321,1.87298147,1.752172763,1.672923799,1.584029759,1.50660152,1.483950684,1.479709398,1.473136367,1.488425027,1.533074374,1.612447231,1.697292927,1.736138489,1.691415066,1.561419411,1.42270678,1.363092253,1.293304847,1.184991611,1.104082523,1.067003699,1.076705502,1.146219901,1.247945204,1.329955832,1.35589297,1.303425346,1.208496814,1.130754961,1.058964906,0.925176153,0.872635838,0.856915072,0.731816578,0.637025239,0.610072269,0.572660038,0.538669052,0.486403982,0.428706521,0.396395637,0.330440692,0.271402298,0.239453976,0.20993524,0.136725339,0.075219754,0.035042417,-0.013047344,-0.002704711,0.008272528,0.034147058,0.088777342,0.051070805,23.54291667,23.54991667,23.741,23.7925,23.50525,23.37175,23.59058333,23.63075,23.41175,23.45283333,24.15066667,23.30041667,23.146,23.125,23.26508333,23.63025,23.7195,23.19766667,24.10516667,23.75116667,23.30125,23.82175,23.72775,23.09141667,23.57025,23.84133333,24.15075,23.98908333,23.93658333,23.86491667,23.81708333,23.75133333,23.7095,23.57808333,23.64941667,23.688,24.31508333,24.13558333,23.76008333,23.84066667,24.138,23.80908333,23.91108333,24.16583333,24.02341667,23.89116667,24.09741667,24.40591667,24.1075,24.00258333,24.4905,24.39575,24.51708333,24.25458333,24.15591667,24.31975,24.28433333,24.189,24.58483333,24.66908333,24.52233333,24.374,24.312375,25.217375,26.375375,27.459375,28.778375,29.829375,31.291375,32.400375,33.387375
Mexico,-0.596425989,2.579817087,2.516806858,2.531420727,2.581361781,2.660867951,2.723262494,2.781911582,2.79507882,2.898915707,3.071044533,3.20238942,3.301497838,3.347262959,3.37355094,3.386029406,3.365055512,3.331201264,3.297745666,3.255294019,3.217850984,3.176600802,3.151768891,3.129054871,3.094288522,3.063787719,2.999466275,2.998147556,2.999288778,2.892747277,2.640008459,2.285475509,2.092754681,2.048826585,1.99171835,1.923910759,1.855262873,1.80454113,1.800211976,1.788716929,1.958048584,2.104999543,2.053554262,1.997507127,1.95193004,1.883007436,1.782497156,1.715743023,1.668880035,1.629419136,1.587789124,1.556479279,1.537880798,1.502280678,1.487337549,1.449463411,1.37691699,1.332874747,1.288162329,1.26167303,1.362093103,1.458742626,1.416769056,1.334803193,1.244887162,1.15591024,1.116895074,1.059661363,0.923755941,0.833144839,0.712568692,0.556397383,21.11758333,20.88733333,21.0715,21.0985,20.63358333,20.72375,21.10475,20.74508333,20.75125,20.74658333,20.72391667,20.99333333,20.87941667,20.58633333,20.7345,20.38966667,20.68333333,20.31608333,20.95883333,20.49008333,20.64033333,20.975,20.49616667,20.6315,20.44933333,20.14566667,20.84125,20.7555,20.569,21.03566667,20.75375,21.05108333,20.67541667,20.5115,20.60391667,20.85066667,20.45516667,20.73608333,20.96516667,20.96083333,20.83966667,20.65033333,20.93883333,21.32575,21.37066667,21.13216667,20.89858333,21.53175,21.1285,21.23208333,21.133,21.225,21.32941667,20.92483333,21.4135,21.41808333,21.07933333,21.08525,21.54608333,20.85291667,21.59933333,21.65241667,22.21922222,23.13022222,24.27122222,25.61722222,27.24622222,28.48622222,29.86422222,31.59022222,32.75322222
Moldova,-0.441592232,2.769355448,2.839753916,2.864329874,2.937234023,2.938210152,2.910599762,2.889858269,2.80731752,2.658960182,2.485163357,2.293473909,2.051246249,1.813262499,1.610075863,1.499288723,1.466763407,1.425991815,1.415929388,1.409388958,1.369709983,1.328905855,1.292747103,1.270896234,1.248302041,1.200000444,1.146393895,1.082658624,0.994167542,0.907807707,0.857605774,0.844893025,0.850615763,0.85331342,0.843863405,0.793172432,0.808003807,0.868673497,0.769115916,0.558824069,0.361552461,0.169583119,0.035391645,-0.051664752,-0.223299363,-0.420212983,-0.62278416,-0.7282796,-0.794453788,-0.998259903,-1.100697417,-1.091383744,-1.117638121,-1.125057618,-0.959931604,-0.931457697,-1.293206573,-1.545390633,-1.574741562,-1.601348823,-1.900419029,-2.306637368,-2.521227163,-2.68920116,-2.461881528,-2.047198352,-1.828508795,-1.633223201,-1.480822725,-1.299960965,-1.033557392,-0.947844908,10.10141667,9.500583333,8.77625,8.321083333,9.10525,7.739833333,9.608083333,9.55725,9.011916667,9.941083333,9.8045,9.465916667,8.74475,8.841666667,8.429,10.38733333,9.585666667,9.478166667,8.200083333,9.54075,9.333166667,9.384666667,8.858333333,9.362166667,10.35958333,8.193916667,9.403416667,8.578666667,9.605916667,8.12975,9.531666667,9.437666667,10.05483333,9.159583333,7.724166667,9.17075,8.015666667,8.950666667,10.51116667,10.87558333,9.18325,9.753333333,8.870166667,10.66416667,9.477916667,8.573333333,8.690666667,9.532,10.62916667,10.69,10.00083333,10.54108333,9.428416667,9.901833333,9.842666667,9.591833333,11.35891667,10.74441667,10.73191667,10.22566667,9.8705,10.58758333,11.9605,13.4055,15.4205,17.5125,18.9235,21.0265,23.4315,26.4915,27.8305
Mongolia,-0.239404379,1.584455861,1.601872636,1.576136838,1.645497434,1.702390576,2.227300199,2.80484559,2.948501463,3.126112773,3.253308069,3.178099256,2.98927328,2.621162609,2.426543126,2.525213871,2.570337639,2.55690771,2.453496162,2.389830064,2.494438032,2.654021828,2.795190503,2.944889454,3.052130801,3.090275841,3.060970225,2.979351625,2.888266341,2.716076448,2.593740743,2.597504072,2.582469904,2.568570855,2.581209549,2.616227935,2.64651832,2.644073122,2.596637554,2.274736398,1.920594013,1.784325631,1.646107879,1.493852348,1.346922828,1.223174965,1.128626905,1.060162007,1.021041239,1.041210934,1.045058196,1.035795923,1.075431774,1.093534777,1.072808647,1.052778961,1.061698419,1.126082317,1.242204327,1.370202077,1.418599595,1.530818223,1.678877158,1.755447501,1.851311574,1.92861137,1.969253592,1.957683991,1.94584387,1.889686004,1.625480056,1.360732263,-0.700166667,-1.380333333,-0.647,-1.671833333,-0.6155,-1.73875,-1.3845,-0.132333333,-0.752333333,-0.796583333,-0.337166667,-0.262666667,0.447416667,-0.7845,0.128916667,-0.566,-0.907666667,-0.983,-1.595416667,-1.112833333,-0.626416667,-0.234333333,0.144333333,-0.984166667,-0.047083333,-0.932083333,-0.3445,0.124333333,0.2745,-0.482666667,-0.600583333,0.454416667,-0.127583333,-1.4175,-0.977416667,-0.2105,-0.305083333,-0.163333333,0.673916667,0.66225,0.124833333,0.261666667,-0.212583333,0.6935,0.7485,-0.082666667,1.2595,1.596916667,1.099166667,0.175,0.750333333,1.095916667,0.046416667,1.090666667,-0.139833333,0.951916667,2.075583333,1.115583333,0.5645,-0.318666667,-0.092,-0.59625,2.80775,4.68675,6.81775,8.20875,10.70175,12.90875,14.75575,17.10875,19.10275
Montenegro,-0.481519917,2.122243998,2.512724001,2.370415277,1.754650732,1.464795898,1.377732487,1.312421946,1.277090202,1.24084144,1.16224981,1.101916174,1.067530987,1.048181416,1.062161556,1.108337539,1.172488297,1.213001324,1.229490572,1.214517998,1.151030373,1.138591669,1.174123577,1.156291273,1.136255501,1.122823005,1.113762461,1.105479576,1.089164114,1.07448709,1.083229615,0.846042532,0.491477242,0.37544937,0.385982265,0.420036306,0.452958372,0.487829851,0.533860311,0.558096737,0.557784247,0.533523417,0.380063662,0.223110511,0.153766213,0.123032417,0.114851692,0.083125681,0.054278812,-0.013456956,-0.049100176,-0.036307852,-0.044695327,-0.060789444,0.002306985,0.00129968,-0.107319669,-0.154858578,-0.123727179,-0.070877363,-0.001827864,0.144501784,0.170792133,0.099730029,0.00087766,-0.136491191,-0.184038097,-0.208541494,-0.257373762,-0.27992327,-0.326146845,-0.291186547,11.41141667,11.24216667,10.34491667,9.809,10.631,9.560333333,10.72158333,10.805,10.08141667,10.89275,11.00158333,10.49708333,10.53508333,10.09908333,9.99375,10.81675,10.34616667,10.461,10.163,10.283,10.23291667,10.3225,10.04825,10.29791667,10.36966667,9.534583333,10.82041667,9.849083333,10.64133333,9.61225,10.20625,10.68566667,10.24208333,10.169,10.31333333,10.67075,10.5725,10.7035,10.55433333,11.24258333,10.06966667,10.94225,10.78333333,11.7725,10.38358333,10.32358333,10.57216667,10.93083333,11.24866667,11.56133333,11.23525,11.41716667,11.27825,10.82125,10.12575,10.56083333,11.59508333,11.62766667,11.46266667,11.24441667,11.23466667,11.53183333,12.870375,14.373375,16.075375,17.549375,18.824375,21.056375,22.879375,24.585375,26.181375
Montserrat,-0.033243544,,,,,,,,,,,,,-0.351392901,-0.454352802,-0.531362297,-0.609536855,-0.590880119,-0.689702977,-0.813149997,-0.540093593,0.067215,0.309334842,0.311905265,0.347826087,0.241583915,0.256719268,0.017419175,-0.05921488,-0.214345462,-0.518677634,-0.456428622,-0.280403499,-0.252895924,-0.290769831,-0.254276468,-0.185399768,-0.428640317,-0.591917634,-0.754226737,-1.021762449,-2.356679708,-4.381278453,-5.404395129,-5.9876877,-6.614605225,-7.17788359,-7.929459204,-8.709391285,-9.339891905,-10.00736821,-7.800521027,-1.897150238,0.551349572,0.687453965,0.727464846,0.802904983,0.784502081,0.822081017,1.091109623,1.200124688,0.519790544,0.157046003,0.680740401,0.763503761,0.150789761,0.48180073,-6.885184491,-6.440841614,3.169074647,-0.079189764,-1.743555518,26.4875,26.66575,26.80841667,26.39883333,26.56033333,26.36341667,26.61166667,27.046,26.84258333,26.90616667,26.666,26.70141667,26.84075,26.65375,26.37841667,26.55933333,26.29766667,26.35608333,26.829,26.68233333,26.33991667,26.5115,26.82883333,26.29175,26.28633333,26.20825,26.78983333,26.80475,26.60766667,27.07541667,27.01725,26.63316667,27.02066667,26.54275,26.54716667,26.65383333,27.16991667,26.89416667,26.63566667,26.88233333,26.83175,26.84525,26.89025,26.87541667,27.32633333,26.90566667,27.25583333,27.55741667,27.06433333,26.84108333,27.20466667,27.30575,27.46166667,27.093,27.55525,27.41241667,27.45291667,26.90983333,27.21675,27.69658333,27.2225,27.3685,27.21325,27.95725,28.99225,30.08925,31.04725,31.67425,32.47125,33.60225,34.46425
Morocco,-0.610790208,2.823574063,2.766685818,2.72795293,2.679339455,2.657654662,2.66139046,2.665523425,2.621877332,2.605765339,2.55492383,2.457720196,2.498019447,2.435710129,2.373868095,2.493853295,2.592515635,2.670631391,2.710385545,2.709953808,2.728804954,2.720987675,2.670697073,2.628352874,2.583980437,2.566133744,2.553259689,2.598543051,2.658621192,2.666037135,2.718297869,2.744866682,2.713331911,2.640424311,2.501625154,2.368012249,2.171031718,1.963455128,1.859933592,1.776350562,1.737062598,1.700024197,1.671164211,1.633530239,1.572937882,1.571706329,1.563029625,1.532753694,1.505279337,1.456521726,1.410359354,1.386477349,1.350253885,1.281010058,1.321222519,1.404737386,1.374877145,1.337399012,1.322189819,1.311451056,1.324287857,1.339569321,1.334645949,1.312344263,1.254235239,1.175489892,1.131025402,1.08261046,1.001882393,0.934828485,0.959379737,0.977509171,17.59391667,17.89275,17.82225,17.41858333,18.7615,16.93366667,17.38508333,18.01,17.6655,17.85625,18.60866667,18.0075,17.779,17.9755,17.62683333,17.95108333,17.54358333,17.71825,17.62183333,17.9635,16.9075,16.59491667,17.5375,17.24958333,17.41241667,17.03483333,17.73275,17.95275,17.86033333,18.05675,18.31216667,17.70191667,18.55508333,17.714,18.30933333,17.79266667,18.81466667,18.212,18.53033333,18.69766667,17.61725,17.68575,17.50266667,18.46041667,18.78883333,18.24833333,18.79925,18.71266667,18.36833333,18.56508333,19.23391667,18.71258333,18.856,18.486,18.58075,18.79316667,18.41966667,18.38216667,19.01075,19.435,18.87883333,18.66875,19.30525,20.90825,22.02325,23.86325,25.99425,26.59125,28.05725,30.16425,31.96225
Mozambique,0.240204396,1.312464613,1.281425029,1.230355884,1.231020921,1.308014822,1.365314013,1.411619867,1.392125681,1.493476965,1.714939241,1.92206178,2.071895691,2.111765477,2.113091815,2.121106157,2.134322492,2.152860282,2.179316066,2.215389268,2.309741618,2.475663405,2.752755119,2.984886467,3.098380432,3.225331709,3.295574943,3.486739313,3.691356425,3.618264466,2.530743639,1.918707778,2.194750316,2.161239843,2.147440436,2.043179643,1.833981992,0.472048875,0.00523364,1.088122756,1.727195207,2.005584839,1.936677427,2.852301106,4.99244686,4.575698235,3.095438765,2.715816884,2.388974918,2.410175314,2.441108999,2.507591658,2.57049492,2.604178593,2.6282985,2.603560424,2.572067687,2.607332558,2.637624218,2.697534372,2.847254117,2.993308807,3.084058182,3.140086639,3.127197756,3.091533068,3.189731901,3.170836508,3.001542388,2.941750914,2.968237143,2.90533541,23.54208333,23.73225,23.56975,23.74041667,23.47283333,23.38316667,23.9725,23.83241667,23.76675,23.54325,23.93008333,23.7815,23.28091667,23.43691667,23.2025,23.88483333,23.782,23.4185,24.0045,23.95625,23.55066667,23.56875,23.74083333,23.3455,23.42266667,23.49408333,23.99716667,23.7745,23.74516667,23.75191667,23.42625,23.76266667,24.56383333,23.85825,23.67758333,23.77683333,24.48833333,24.08525,23.79625,24.20066667,24.13275,24.743,24.2475,24.04225,24.4765,24.09016667,24.15225,24.62341667,24.0815,23.92025,24.25091667,24.42816667,24.42325,24.07258333,24.83375,24.30341667,24.22441667,24.0305,24.08133333,24.60575,24.30216667,24.00958333,23.488,24.204,25.238,26.5,27.337,28.147,29.356,30.382,31.069
Namibia,-0.288468812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.314048072,3.28253427,3.165654526,2.911672904,2.652932974,2.477052263,2.404677377,2.35896224,2.244636073,2.022406334,1.73325381,1.441787635,1.29038013,1.297944882,1.342086476,1.417005156,1.53455156,1.634948817,1.67872113,1.694669605,1.726298101,1.749507214,1.740401874,1.710965204,1.682655655,1.657858952,1.613986615,1.571689377,1.615021038,1.553657452,20.61958333,20.98716667,20.37,20.18416667,20.05675,20.22,20.59233333,20.58375,20.69166667,20.73566667,20.79241667,20.74883333,20.56308333,20.49691667,20.568,20.79458333,20.37391667,20.42116667,20.83708333,21.00616667,20.56816667,20.84408333,21.01441667,19.93,20.4755,19.94933333,20.51708333,20.413,20.88475,20.66091667,20.674,20.85783333,21.21308333,21.24875,20.79416667,20.996,21.48541667,21.0565,20.72108333,21.33683333,20.78075,21.33683333,21.24833333,20.95108333,21.60025,20.82866667,20.81816667,21.67666667,21.46591667,21.01766667,21.23716667,21.54758333,22.04083333,21.64383333,21.47391667,20.38183333,21.18058333,21.02108333,20.97625,21.39225,20.35041667,20.795,21.265875,21.704875,22.919875,24.392875,25.210875,26.320875,28.141875,28.742875,28.683875
Nepal,-0.265964148,2.134882527,2.076341572,1.969229205,1.896737263,1.871568261,1.843538146,1.813779205,1.763292143,1.786524476,1.878662747,1.950660604,2.007444206,2.038079389,2.072585942,2.114669617,2.12922753,2.146693309,2.174890802,2.184612164,2.201542743,2.180557073,2.151409506,2.137235393,2.133684461,2.161510309,2.159285562,2.219171907,2.308980168,2.338563085,2.368239064,2.357975906,2.355100468,2.408430678,2.394344677,2.322087776,2.24673861,2.143436859,2.118742587,2.237418492,2.446278627,2.617295741,2.848207391,2.730824843,2.471350979,2.324627976,2.107115402,2.004100618,1.907581241,1.813864801,1.69068848,1.592320185,1.494338675,1.372404129,1.24288749,1.074813336,0.880907601,0.731792548,0.644277667,0.576016456,0.554864937,0.460645714,0.313490304,0.264242557,0.381605087,0.644189536,1.033246325,1.284304444,1.255270939,1.228379593,1.896311713,2.464010773,15.28808333,15.28566667,15.5415,15.188,14.8385,15.01525,14.907,15.75216667,15.3685,15.31458333,14.80858333,14.75075,14.90591667,15.20716667,14.737,15.39075,14.769,14.61508333,15.3995,15.08658333,14.40841667,15.07691667,15.21158333,15.22941667,14.9505,15.13991667,15.13725,14.66391667,15.38775,15.29933333,14.90758333,14.89375,14.48091667,15.27758333,15.54066667,14.93291667,15.5705,15.552,15.03575,15.27233333,15.135,15.07558333,15.27625,15.45825,15.45333333,15.45983333,14.69191667,15.57775,15.94458333,15.27933333,15.59025,15.64866667,15.47025,15.55183333,15.61616667,16.056,15.65708333,15.40908333,16.077,16.114,15.28066667,15.41983333,15.95125,16.28825,16.94225,18.11125,19.18225,19.80925,20.66325,20.89225,21.52425
New Caledonia,-0.592355631,1.713821481,1.772339846,1.840583323,1.92004884,1.982326602,2.296206912,2.867440565,3.214976513,3.293131835,3.367233747,3.394696461,3.361083695,3.115710642,2.865710899,2.762208528,2.758561312,2.793638957,2.945126064,3.473899239,4.020308142,4.267308124,4.304314544,4.258247797,4.171262116,3.809924175,2.900530942,1.843227966,1.269884461,1.133694527,1.117213046,1.11799783,1.203627145,1.472899831,1.800859441,1.985748107,2.051167674,2.139439799,2.20653337,2.304363154,2.488500725,2.6162744,2.582895433,2.458340873,2.353499447,2.238364569,2.116864763,1.999203465,1.934345865,1.905970342,1.899735751,1.901852146,1.867533283,1.794650607,1.655926216,1.439820467,1.444689223,1.541832028,1.497222953,1.551148143,1.762448137,1.893601438,1.879474688,1.852876127,1.560833077,0.75572998,0.191786971,0.135417442,0.109760612,0.104738536,0.309278276,0.449385935,22.57841667,23.1685,22.91083333,22.85416667,23.00033333,22.86358333,22.55125,23.045,22.677,22.6065,22.76883333,22.88241667,22.62925,23.02208333,22.11825,22.19591667,22.92933333,22.3945,22.73625,23.19091667,22.90983333,22.6205,23.71541667,22.9915,23.17416667,22.97658333,22.66783333,22.91408333,22.83183333,22.92475,23.04858333,22.68716667,23.23625,23.13191667,23.14225,22.93983333,22.86833333,23.7705,23.16791667,23.41291667,22.85541667,22.95016667,22.781,22.67166667,23.70741667,23.6115,23.18333333,24.29891667,23.54941667,23.28308333,23.49875,23.46908333,23.26175,23.36766667,23.3605,23.19416667,23.74325,23.66333333,23.27416667,23.8685,23.53058333,23.21341667,23.382375,24.387375,25.602375,27.628375,29.396375,30.780375,32.083375,33.847375,35.536375
